,0
0,0.24636071201715762
1,0.24621246756295534
2,0.24577732888335416
3,0.2455587643605344
4,0.2451802215925077
5,0.2448291833901574
6,0.24464913573113134
7,0.24453581025476628
8,0.244312168762123
9,0.2441213252997417
10,0.24377646609660117
11,0.243434590056691
12,0.2432438869301866
13,0.24309118116680417
14,0.24284462373993887
15,0.24262213019945789
16,0.24248944419889729
17,0.24204461691559628
18,0.24197551747600832
19,0.24169956805385256
20,0.24160817531644593
21,0.2413916073264708
22,0.24123268429685257
23,0.24103039477304808
24,0.24073143439392328
25,0.24064871748538583
26,0.2404607213289132
27,0.24015864447333699
28,0.23991622410591526
29,0.2398776013043619
